POSTNR,POSTSTAD,POSTNR- OG STAD,BRUKSOMRÅDE,FOLKETAL,BYDEL,KOMMNR,KOMMUNE,FYLKE,LAT,LON,DATAKVALITET,DATAKVALITETSFORKLARING,SIST OPPDATERT
6023,Ålesund,6023 ÅLESUND,Postboksar,,,1504,Ålesund,Møre og Romsdal,62.44184,6.37246,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6024,Ålesund,6024 ÅLESUND,Postboksar,,,1504,Ålesund,Møre og Romsdal,62.46175,6.27871,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6025,Ålesund,6025 ÅLESUND,Postboksar,,,1504,Ålesund,Møre og Romsdal,62.4717,6.3478,5,Koordinatane er retta av ein yr.no-brukar,01/11/2013 10:30
6026,Ålesund,6026 ÅLESUND,Postboksar,,,1504,Ålesund,Møre og Romsdal,62.4645,6.313,2,Koordinatane er retta av Erik Bolstad,03/04/2013 10:02
6027,ÅLESUND (ikkje i bruk),6027 ÅLESUND (ikkje i bruk),Usikker,,,1504,Ålesund,Møre og Romsdal,62.47155,6.15591,6,Usikker plassering,03/10/2018 21:28
6028,Ålesund,6028 ÅLESUND,Postboksar,,,1504,Ålesund,Møre og Romsdal,62.4668,6.11447,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6029,ÅLESUND (ikkje i bruk),6029 ÅLESUND (ikkje i bruk),Usikker,,,1504,Ålesund,Møre og Romsdal,62.47155,6.15591,6,Usikker plassering,03/10/2018 21:28
6030,Langevåg,6030 LANGEVÅG,Gate-/veg-adresse,4271,,1531,Sula,Møre og Romsdal,62.4375,6.1892,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6034,EIDSNES,6034 EIDSNES,Postboksar,,,1531,Sula,Møre og Romsdal,62.42757,6.31627,6,Usikker plassering,03/10/2018 21:40
6035,Fiskarstrand,6035 FISKARSTRAND,Gate-/veg-adresse,1427,,1531,Sula,Møre og Romsdal,62.4396,6.2716,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6036,Mauseidvåg,6036 MAUSEIDVÅG,Gate-/veg-adresse,790,,1531,Sula,Møre og Romsdal,62.4215,6.2709,5,Koordinatane er retta av ein yr.no-brukar,04/10/2018 01:02
6037,Eidsnes,6037 EIDSNES,Gate-/veg-adresse,1600,,1531,Sula,Møre og Romsdal,62.42757,6.31627,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6038,Fiskarstrand,6038 FISKARSTRAND,Postboksar,,,1531,Sula,Møre og Romsdal,62.44024,6.27307,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6039,Langevåg,6039 LANGEVÅG,Postboksar,,,1531,Sula,Møre og Romsdal,62.44213,6.19032,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6040,Vigra,6040 VIGRA,Gate-/veg-adresse,1902,,1532,Giske,Møre og Romsdal,62.5673,6.0913,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:52
6043,Ålesund (ikkje i bruk),6043 ÅLESUND (ikkje i bruk),Postboksar,,,1504,Ålesund,Møre og Romsdal,62.4319,6.4128,6,Usikker plassering,01/07/2019 23:42
6044,Ålesund,6044 ÅLESUND,Postboksar,,,1504,Ålesund,Møre og Romsdal,62.4319,6.4128,6,Usikker plassering,11/10/2018 02:33
6045,Ålesund,6045 ÅLESUND,Postboksar,,,1504,Ålesund,Møre og Romsdal,62.46438,6.31719,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6046,Ålesund,6046 ÅLESUND,Postboksar,,,1504,Ålesund,Møre og Romsdal,62.46795,6.29202,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6047,Ålesund,6047 ÅLESUND,Postboksar,,,1504,Ålesund,Møre og Romsdal,62.4319,6.4128,2,Koordinatane er retta av Erik Bolstad,03/10/2018 20:24
6048,Ålesund,6048 ÅLESUND,Postboksar,,,1504,Ålesund,Møre og Romsdal,62.4319,6.4128,6,Usikker plassering,11/10/2018 02:33
6050,Valderøya,6050 VALDERØYA,Gate-/veg-adresse,3487,,1532,Giske,Møre og Romsdal,62.5062,6.1249,3,Koordinatane er kontrollerte av ein yr.no-brukar,11/10/2018 02:35
6051,Valderøya,6051 VALDERØYA,Postboksar,,,1532,Giske,Møre og Romsdal,62.5068,6.10288,1,Koordinatane gjeld postkontoret,11/10/2018 02:33
6052,Giske,6052 GISKE,Gate-/veg-adresse,715,,1532,Giske,Møre og Romsdal,62.5048,6.0481,3,Koordinatane er kontrollerte av ein yr.no-brukar,04/10/2018 01:02
6054,GODØYA,6054 GODØYA,Postboksar,,,1532,Giske,Møre og Romsdal,62.47574,6.03855,6,Usikker plassering,03/10/2018 21:40
6055,Godøya,6055 GODØYA,Gate-/veg-adresse,1039,,1532,Giske,Møre og Romsdal,62.47574,6.03855,1,Koordinatane gjeld postkontoret,11/10/2018 02:35
6057,Ellingsøy,6057 ELLINGSØY,Gate-/veg-adresse,2188,,1504,Ålesund,Møre og Romsdal,62.4913,6.1913,2,Koordinatane er retta av Erik Bolstad,28/10/2018 11:11
6058,Valderøya,6058 VALDERØYA,Postboksar,,,1532,Giske,Møre og Romsdal,62.50623,6.12483,1,Koordinatane gjeld postkontoret,11/10/2018 02:33
6059,Vigra,6059 VIGRA,Postboksar,,,1532,Giske,Møre og Romsdal,62.58226,6.12304,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6060,Hareid,6060 HAREID,Gate-/veg-adresse,3632,,1517,Hareid,Møre og Romsdal,62.3732,6.0277,5,Koordinatane er retta av ein yr.no-brukar,04/10/2018 01:02
6062,Brandal,6062 BRANDAL,Gate-/veg-adresse,350,,1517,Hareid,Møre og Romsdal,62.4008,6.0083,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6063,Hjørungavåg,6063 HJØRUNGAVÅG,Gate-/veg-adresse,947,,1517,Hareid,Møre og Romsdal,62.3548,6.0743,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6064,Haddal,6064 HADDAL,Gate-/veg-adresse,494,,1516,Ulstein,Møre og Romsdal,62.2824,5.8692,5,Koordinatane er retta av ein yr.no-brukar,03/10/2018 21:21
6065,Ulsteinvik,6065 ULSTEINVIK,Gate-/veg-adresse,6952,,1516,Ulstein,Møre og Romsdal,62.3408,5.8519,5,Koordinatane er retta av ein yr.no-brukar,04/10/2018 01:02
6067,Ulsteinvik,6067 ULSTEINVIK,Postboksar,,,1516,Ulstein,Møre og Romsdal,62.3422,5.8485,1,Koordinatane gjeld postkontoret,11/10/2018 02:13
6068,Eiksund,6068 EIKSUND,Gate-/veg-adresse,298,,1516,Ulstein,Møre og Romsdal,62.2522,5.8934,2,Koordinatane er retta av Erik Bolstad,03/10/2018 20:24
6069,Hareid,6069 HAREID,Postboksar,,,1517,Hareid,Møre og Romsdal,62.37116,6.02918,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6070,Tjørvåg,6070 TJØRVÅG,Gate-/veg-adresse,875,,1515,Herøy,Møre og Romsdal,62.28351,5.73024,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6072,Haddal (ikkje i bruk),6072 HADDAL (ikkje i bruk),Historisk,,,1516,Ulstein,Møre og Romsdal,62.2824,5.8692,6,Usikker plassering,04/10/2018 02:10
6074,Eiksund (ikkje i bruk),6074 EIKSUND (ikkje i bruk),Historisk,,,1516,Ulstein,Møre og Romsdal,62.2522,5.8934,6,Usikker plassering,04/10/2018 02:10
6075,MOLTUSTRANDA,6075 MOLTUSTRANDA,Postboksar,,,1515,Herøy,Møre og Romsdal,62.29425,5.62739,6,Usikker plassering,03/10/2018 21:40
6076,Moltustranda,6076 MOLTUSTRANDA,Gate-/veg-adresse,504,,1515,Herøy,Møre og Romsdal,62.29425,5.62739,1,Koordinatane gjeld postkontoret,11/10/2018 02:35
6077,Gjerdsvika (ikkje i bruk),6077 GJERDSVIKA (ikkje i bruk),Historisk,,,1514,Sande,Møre og Romsdal,62.25467,5.5694,6,Usikker plassering,04/10/2018 02:10
6078,GJERDSVIKA,6078 GJERDSVIKA,Postboksar,,,1514,Sande,Møre og Romsdal,62.25467,5.5694,6,Usikker plassering,03/10/2018 21:40
6079,GURSKØY,6079 GURSKØY,Postboksar,,,1515,Herøy,Møre og Romsdal,62.24722,5.78204,6,Usikker plassering,03/10/2018 18:51
6080,Gurskøy,6080 GURSKØY,Gate-/veg-adresse,1038,,1515,Herøy,Møre og Romsdal,62.24722,5.78204,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6082,Gursken,6082 GURSKEN,Gate-/veg-adresse,858,,1514,Sande,Møre og Romsdal,62.2162,5.6499,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:53
6083,Gjerdsvika,6083 GJERDSVIKA,Gate-/veg-adresse,372,,1514,Sande,Møre og Romsdal,62.25467,5.5694,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6084,Larsnes,6084 LARSNES,Gate-/veg-adresse,849,,1514,Sande,Møre og Romsdal,62.2033,5.5777,3,Koordinatane er kontrollerte av ein yr.no-brukar,04/10/2018 01:02
6085,Larsnes,6085 LARSNES,Postboksar,,,1514,Sande,Møre og Romsdal,62.20619,5.57178,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6086,KVAMSØY,6086 KVAMSØY,Postboksar,,,1514,Sande,Møre og Romsdal,62.21706,5.37738,6,Usikker plassering,03/10/2018 18:51
6087,Kvamsøy,6087 KVAMSØY,Gate-/veg-adresse,242,,1514,Sande,Møre og Romsdal,62.2006,5.3949,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:52
6088,SANDSHAMN,6088 SANDSHAMN,Postboksar,,,1514,Sande,Møre og Romsdal,62.25066,5.47781,6,Usikker plassering,03/10/2018 21:40
6089,Sandshamn,6089 SANDSHAMN,Gate-/veg-adresse,304,,1514,Sande,Møre og Romsdal,62.25066,5.47781,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6090,Fosnavåg,6090 FOSNAVÅG,Gate-/veg-adresse,913,,1515,Herøy,Møre og Romsdal,62.3378,5.6375,3,Koordinatane er kontrollerte av ein yr.no-brukar,04/10/2018 01:02
6091,Fosnavåg,6091 FOSNAVÅG,Gate-/veg-adresse,1039,,1515,Herøy,Møre og Romsdal,62.3352,5.6395,2,Koordinatane er retta av Erik Bolstad,03/10/2018 20:24
6092,Fosnavåg,6092 FOSNAVÅG,Gate-/veg-adresse,1445,,1515,Herøy,Møre og Romsdal,62.3263,5.6379,5,Koordinatane er retta av ein yr.no-brukar,11/10/2018 02:33
6094,Leinøy,6094 LEINØY,Gate-/veg-adresse,955,,1515,Herøy,Møre og Romsdal,62.3472,5.6867,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6095,Bølandet,6095 BØLANDET,Gate-/veg-adresse,841,,1515,Herøy,Møre og Romsdal,62.3544,5.7339,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6096,Runde,6096 RUNDE,Gate-/veg-adresse,118,,1515,Herøy,Møre og Romsdal,62.4043,5.6237,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6098,Nerlandsøy,6098 NERLANDSØY,Gate-/veg-adresse,805,,1515,Herøy,Møre og Romsdal,62.3429,5.5932,3,Koordinatane er kontrollerte av ein yr.no-brukar,04/10/2018 01:02
6099,Fosnavåg,6099 FOSNAVÅG,Postboksar,,,1515,Herøy,Møre og Romsdal,62.33793,5.63858,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6100,Volda,6100 VOLDA,Gate-/veg-adresse,6926,,1519,Volda,Møre og Romsdal,62.1447,6.0672,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6101,Volda,6101 VOLDA,Postboksar,,,1519,Volda,Møre og Romsdal,62.14644,6.06897,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6102,Volda,6102 VOLDA,Gate-/veg-adresse,,,1519,Volda,Møre og Romsdal,62.1505,6.0656,2,Koordinatane er retta av Erik Bolstad,22/10/2018 23:18
6103,Volda,6103 VOLDA,Gate-/veg-adresse,,,1519,Volda,Møre og Romsdal,62.1505,6.0891,2,Koordinatane er retta av Erik Bolstad,22/10/2018 23:18
6104,Volda,6104 VOLDA,Gate-/veg-adresse,,,1519,Volda,Møre og Romsdal,62.1496,6.121,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:56
6105,Volda,6105 VOLDA,Gate-/veg-adresse,,,1519,Volda,Møre og Romsdal,62.1818,6.0223,2,Koordinatane er retta av Erik Bolstad,28/10/2018 02:01
6106,Volda,6106 VOLDA,Gate-/veg-adresse,,,1519,Volda,Møre og Romsdal,62.098,6.1834,2,Koordinatane er retta av Erik Bolstad,28/10/2018 02:07
6110,Austefjorden,6110 AUSTEFJORDEN,Gate-/veg-adresse,359,,1519,Volda,Møre og Romsdal,62.0633,6.3258,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:55
6120,Folkestad,6120 FOLKESTAD,Gate-/veg-adresse,786,,1519,Volda,Møre og Romsdal,62.1187,6.0284,2,Koordinatane er retta av Erik Bolstad,28/10/2018 11:06
6130,Rovde (ikkje i bruk),6130 ROVDE (ikkje i bruk),Historisk,,,1511,Vanylven,Møre og Romsdal,62.17571,5.74263,6,Usikker plassering,04/10/2018 02:10
6133,Lauvstad,6133 LAUVSTAD,Gate-/veg-adresse,579,,1519,Volda,Møre og Romsdal,62.1641,5.9433,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:52
6134,LAUVSTAD,6134 LAUVSTAD,Postboksar,,,1519,Volda,Møre og Romsdal,62.16412,5.9433,6,Usikker plassering,03/10/2018 21:40
6138,SYVDE,6138 SYVDE,Postboksar,,,1511,Vanylven,Møre og Romsdal,62.08767,5.73852,6,Usikker plassering,03/10/2018 21:40
6139,Fiskå,6139 FISKÅ,Postboksar,,,1511,Vanylven,Møre og Romsdal,62.10008,5.55661,1,Koordinatane gjeld postkontoret,11/10/2018 02:33
6140,Syvde,6140 SYVDE,Gate-/veg-adresse,677,,1511,Vanylven,Møre og Romsdal,62.08767,5.73852,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6141,Rovde,6141 ROVDE,Gate-/veg-adresse,343,,1511,Vanylven,Møre og Romsdal,62.17571,5.74263,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6142,Eidså,6142 EIDSÅ,Gate-/veg-adresse,240,,1511,Vanylven,Møre og Romsdal,62.1207,5.6727,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6143,Fiskå,6143 FISKÅ,Gate-/veg-adresse,864,,1511,Vanylven,Møre og Romsdal,62.1006,5.5579,2,Koordinatane er retta av Erik Bolstad,11/10/2018 02:35
6144,Sylte,6144 SYLTE,Gate-/veg-adresse,226,,1511,Vanylven,Møre og Romsdal,62.0535,5.6226,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6146,Åheim,6146 ÅHEIM,Gate-/veg-adresse,777,,1511,Vanylven,Møre og Romsdal,62.03613,5.53082,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6147,ÅHEIM,6147 ÅHEIM,Postboksar,,,1511,Vanylven,Møre og Romsdal,62.03613,5.53082,6,Usikker plassering,03/10/2018 21:40
6149,Åram,6149 ÅRAM,Gate-/veg-adresse,290,,1511,Vanylven,Møre og Romsdal,62.1982,5.4878,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:54
6150,Ørsta,6150 ØRSTA,Gate-/veg-adresse,7446,,1520,Ørsta,Møre og Romsdal,62.202,6.1217,2,Koordinatane er retta av Erik Bolstad,28/10/2018 02:13
6151,Ørsta,6151 ØRSTA,Postboksar,,,1520,Ørsta,Møre og Romsdal,62.19684,6.1281,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6152,Ørsta,6152 ØRSTA,Gate-/veg-adresse,,,1520,Ørsta,Møre og Romsdal,62.2414,5.9988,2,Koordinatane er retta av Erik Bolstad,18/09/2013 23:56
6153,Ørsta,6153 ØRSTA,Gate-/veg-adresse,,,1520,Ørsta,Møre og Romsdal,62.2045,6.1435,2,Koordinatane er retta av Erik Bolstad,22/10/2018 23:17
6154,Ørsta,6154 ØRSTA,Gate-/veg-adresse,,,1520,Ørsta,Møre og Romsdal,62.1962,6.1515,2,Koordinatane er retta av Erik Bolstad,22/10/2018 23:16
6155,Ørsta,6155 ØRSTA,Gate-/veg-adresse,,,1520,Ørsta,Møre og Romsdal,62.1872,6.1145,2,Koordinatane er retta av Erik Bolstad,22/10/2018 23:18
6156,Ørsta,6156 ØRSTA,Gate-/veg-adresse,,,1520,Ørsta,Møre og Romsdal,62.177,6.2365,2,Koordinatane er retta av Erik Bolstad,22/10/2018 23:12
6160,Hovdebygda,6160 HOVDEBYGDA,Gate-/veg-adresse,890,,1520,Ørsta,Møre og Romsdal,62.186,6.0793,3,Koordinatane er kontrollerte av ein yr.no-brukar,04/10/2018 01:02
6161,Hovdebygda,6161 HOVDEBYGDA,Postboksar,,,1520,Ørsta,Møre og Romsdal,62.1826,6.08417,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6165,Sæbø,6165 SÆBØ,Gate-/veg-adresse,626,,1520,Ørsta,Møre og Romsdal,62.2102,6.4754,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6166,Sæbø,6166 SÆBØ,Postboksar,,,1520,Ørsta,Møre og Romsdal,62.20979,6.47634,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6170,Vartdal,6170 VARTDAL,Gate-/veg-adresse,782,,1520,Ørsta,Møre og Romsdal,62.3011,6.0832,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:55
6171,VARTDAL,6171 VARTDAL,Postboksar,,,1520,Ørsta,Møre og Romsdal,62.30113,6.08319,6,Usikker plassering,03/10/2018 21:40
6174,Barstadvik,6174 BARSTADVIK,Gate-/veg-adresse,338,,1520,Ørsta,Møre og Romsdal,62.3597,6.2678,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6180,Sæbø (ikkje i bruk),6180 SÆBØ (ikkje i bruk),Historisk,,,1520,Ørsta,Møre og Romsdal,62.2102,6.4754,6,Usikker plassering,04/10/2018 02:10
6183,Trandal,6183 TRANDAL,Gate-/veg-adresse,9,,1520,Ørsta,Møre og Romsdal,62.261,6.5007,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6184,Storestandal,6184 STORESTANDAL,Gate-/veg-adresse,23,,1520,Ørsta,Møre og Romsdal,62.2626,6.4257,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6190,Bjørke,6190 BJØRKE,Gate-/veg-adresse,136,,1520,Ørsta,Møre og Romsdal,62.1014,6.5568,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6196,Norangsfjorden,6196 NORANGSFJORDEN,Gate-/veg-adresse,117,,1520,Ørsta,Møre og Romsdal,62.213,6.5687,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:53
6200,Stranda,6200 STRANDA,Gate-/veg-adresse,3487,,1525,Stranda,Møre og Romsdal,62.3074,6.9446,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:53
6201,Stranda,6201 STRANDA,Postboksar,,,1525,Stranda,Møre og Romsdal,62.30714,6.94458,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6210,Valldal,6210 VALLDAL,Gate-/veg-adresse,1131,,1524,Norddal,Møre og Romsdal,62.2978,7.2637,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6211,Valldal,6211 VALLDAL,Postboksar,,,1524,Norddal,Møre og Romsdal,62.29803,7.26403,1,Koordinatane gjeld postkontoret,03/10/2018 20:24
6212,Liabygda,6212 LIABYGDA,Gate-/veg-adresse,233,,1525,Stranda,Møre og Romsdal,62.3119,7.0562,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6213,Tafjord,6213 TAFJORD,Gate-/veg-adresse,114,,1524,Norddal,Møre og Romsdal,62.2306,7.416,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:55
6214,Norddal,6214 NORDDAL,Gate-/veg-adresse,157,,1524,Norddal,Møre og Romsdal,62.2518,7.2379,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6215,Eidsdal,6215 EIDSDAL,Gate-/veg-adresse,358,,1524,Norddal,Møre og Romsdal,62.2624,7.1719,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:54
6216,Geiranger,6216 GEIRANGER,Gate-/veg-adresse,249,,1525,Stranda,Møre og Romsdal,62.09712,7.20397,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6217,GEIRANGER,6217 GEIRANGER,Postboksar,,,1525,Stranda,Møre og Romsdal,62.09712,7.20397,6,Usikker plassering,03/10/2018 21:40
6218,Hellesylt,6218 HELLESYLT,Gate-/veg-adresse,606,,1525,Stranda,Møre og Romsdal,62.0854,6.8676,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:23
6219,HELLESYLT,6219 HELLESYLT,Postboksar,,,1525,Stranda,Møre og Romsdal,62.08814,6.87077,6,Usikker plassering,03/10/2018 21:40
6220,Straumgjerde,6220 STRAUMGJERDE,Gate-/veg-adresse,1232,,1528,Sykkylven,Møre og Romsdal,62.3337,6.5942,2,Koordinatane er retta av Erik Bolstad,28/10/2018 11:15
6222,Ikornnes,6222 IKORNNES,Gate-/veg-adresse,1188,,1528,Sykkylven,Møre og Romsdal,62.38626,6.55476,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6223,IKORNNES,6223 IKORNNES,Postboksar,,,1528,Sykkylven,Møre og Romsdal,62.38626,6.55476,6,Usikker plassering,03/10/2018 21:40
6224,Hundeidvik,6224 HUNDEIDVIK,Gate-/veg-adresse,380,,1528,Sykkylven,Møre og Romsdal,62.3713,6.4252,5,Koordinatane er retta av ein yr.no-brukar,04/10/2018 01:02
6230,Sykkylven,6230 SYKKYLVEN,Gate-/veg-adresse,4860,,1528,Sykkylven,Møre og Romsdal,62.392,6.583,5,Koordinatane er retta av ein yr.no-brukar,04/10/2018 01:02
6238,Straumgjerde,6238 STRAUMGJERDE,Postboksar,,,1528,Sykkylven,Møre og Romsdal,62.33308,6.59472,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6239,Sykkylven,6239 SYKKYLVEN,Postboksar,,,1528,Sykkylven,Møre og Romsdal,62.39212,6.58279,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6240,Ørskog,6240 ØRSKOG,Gate-/veg-adresse,2120,,1523,Ørskog,Møre og Romsdal,62.4832,6.8158,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:57
6249,Ørskog,6249 ØRSKOG,Postboksar,,,1523,Ørskog,Møre og Romsdal,62.48278,6.8115,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6250,Stordal,6250 STORDAL,Gate-/veg-adresse,1022,,1526,Stordal,Møre og Romsdal,62.382,6.9863,2,Koordinatane er retta av Erik Bolstad,28/10/2018 11:09
6252,Liabygda (ikkje i bruk),6252 LIABYGDA (ikkje i bruk),Historisk,,,1525,Stranda,Møre og Romsdal,62.3119,7.0562,6,Usikker plassering,04/10/2018 02:10
6255,EIDSDAL,6255 EIDSDAL,Postboksar,,,1524,Norddal,Møre og Romsdal,62.2626,7.1718,6,Usikker plassering,03/10/2018 19:03
6259,Stordal,6259 STORDAL,Postboksar,,,1526,Stordal,Møre og Romsdal,62.3821,6.9926,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
6260,Skodje,6260 SKODJE,Gate-/veg-adresse,4078,,1529,Skodje,Møre og Romsdal,62.5021,6.7034,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6263,Skodje,6263 SKODJE,Postboksar,,,1529,Skodje,Møre og Romsdal,62.5051,6.6836,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
6264,Tennfjord,6264 TENNFJORD,Gate-/veg-adresse,974,,1534,Haram,Møre og Romsdal,62.5347,6.5841,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6265,Vatne,6265 VATNE,Gate-/veg-adresse,1915,,1534,Haram,Møre og Romsdal,62.5583,6.617,2,Koordinatane er retta av Erik Bolstad,28/10/2018 12:54
6270,Brattvåg,6270 BRATTVÅG,Gate-/veg-adresse,2613,,1534,Haram,Møre og Romsdal,62.6002,6.4434,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6272,Hildre,6272 HILDRE,Gate-/veg-adresse,516,,1534,Haram,Møre og Romsdal,62.6038,6.3338,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
