POSTNR,POSTSTAD,POSTNR- OG STAD,BRUKSOMRÅDE,FOLKETAL,BYDEL,KOMMNR,KOMMUNE,FYLKE,LAT,LON,DATAKVALITET,DATAKVALITETSFORKLARING,SIST OPPDATERT
586,Oslo,0586 OSLO,Gate-/veg-adresse,1964,Bjerke,301,Oslo,Oslo,59.9374,10.7989,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
587,Oslo,0587 OSLO,Gate-/veg-adresse,2147,Nordre Aker,301,Oslo,Oslo,59.9437,10.7942,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
588,Oslo,0588 OSLO,Gate-/veg-adresse,2067,Nordre Aker,301,Oslo,Oslo,59.9462,10.802,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
589,Oslo,0589 OSLO,Gate-/veg-adresse,963,Bjerke,301,Oslo,Oslo,59.9413,10.8113,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:08
590,Oslo,0590 OSLO,Gate-/veg-adresse,3014,Bjerke,301,Oslo,Oslo,59.9492,10.8152,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:10
591,Oslo,0591 OSLO,Gate-/veg-adresse,2500,Bjerke,301,Oslo,Oslo,59.9476,10.8236,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
592,Oslo,0592 OSLO,Gate-/veg-adresse,1292,Bjerke,301,Oslo,Oslo,59.9486,10.8272,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
593,Oslo,0593 OSLO,Gate-/veg-adresse,781,Bjerke,301,Oslo,Oslo,59.9454,10.8364,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
594,Oslo,0594 OSLO,Gate-/veg-adresse,2277,Bjerke,301,Oslo,Oslo,59.942,10.8357,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
595,Oslo,0595 OSLO,Gate-/veg-adresse,1587,Bjerke,301,Oslo,Oslo,59.9457,10.8513,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
596,Oslo,0596 OSLO,Gate-/veg-adresse,2356,Bjerke,301,Oslo,Oslo,59.9432,10.8464,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
597,Oslo,0597 OSLO,Gate-/veg-adresse,1866,Bjerke,301,Oslo,Oslo,59.9472,10.849,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:10
598,Oslo,0598 OSLO,Gate-/veg-adresse,1997,Bjerke,301,Oslo,Oslo,59.9394,10.827,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
601,Oslo,0601 OSLO,Postboksar,,Gamle Oslo,301,Oslo,Oslo,59.9096,10.798,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
602,Oslo,0602 OSLO,Postboksar,,Gamle Oslo,301,Oslo,Oslo,59.9096,10.798,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
603,Oslo,0603 OSLO,Postboksar,,Gamle Oslo,301,Oslo,Oslo,59.9096,10.798,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
604,Oslo,0604 OSLO,Postboksar,,Gamle Oslo,301,Oslo,Oslo,59.9096,10.798,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
605,Oslo,0605 OSLO,Postboksar,,Gamle Oslo,301,Oslo,Oslo,59.9096,10.798,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
606,Oslo,0606 OSLO,Postboksar,,Gamle Oslo,301,Oslo,Oslo,59.91384,10.79722,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
607,Oslo,0607 OSLO,Postboksar,,Gamle Oslo,301,Oslo,Oslo,59.9096,10.798,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
608,Oslo,0608 OSLO,Postboksar,,Gamle Oslo,301,Oslo,Oslo,59.91403,10.77463,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
609,Oslo,0609 OSLO,Postboksar,,Gamle Oslo,301,Oslo,Oslo,59.9096,10.798,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
610,Oslo (ikkje i bruk),0610 OSLO (ikkje i bruk),Firma/organisasjon med eige postnummer,,,301,Oslo,Oslo,59.9165,10.8047,2,Koordinatane er retta av Erik Bolstad,03/10/2018 16:30
611,Oslo,0611 OSLO,Postboksar,,Østensjø,301,Oslo,Oslo,59.90342,10.82118,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
612,Oslo,0612 OSLO,Postboksar,,Østensjø,301,Oslo,Oslo,59.89728,10.81286,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
613,Oslo,0613 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.9286,10.8376,2,Koordinatane er retta av Erik Bolstad,0000-00-00 00:00:00
614,Oslo,0614 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.92832,10.85254,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
615,Oslo,0615 OSLO,Postboksar,,,301,Oslo,Oslo,59.89375,10.80592,5,Koordinatane er retta av ein yr.no-brukar,25/06/2015 23:10
616,Oslo,0616 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.92267,10.85638,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
617,Oslo,0617 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.91383,10.84189,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
618,Oslo,0618 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.91639,10.8485,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
619,Oslo,0619 OSLO,Postboksar,,Østensjø,301,Oslo,Oslo,59.8942,10.84063,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
620,Oslo,0620 OSLO,Postboksar,,Østensjø,301,Oslo,Oslo,59.88282,10.84479,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
621,Oslo,0621 OSLO,Postboksar,,Østensjø,301,Oslo,Oslo,59.87568,10.84323,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
622,Oslo,0622 OSLO,Postboksar,,Østensjø,301,Oslo,Oslo,59.87962,10.85243,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
623,Oslo,0623 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.92605,10.84573,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
624,Oslo,0624 OSLO,Postboksar,,Østensjø,301,Oslo,Oslo,59.8682,10.83823,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
626,Oslo,0626 OSLO,Postboksar,,Gamle Oslo,301,Oslo,Oslo,59.90732,10.78082,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
630,Oslo (ikkje i bruk),0630 OSLO (ikkje i bruk),Firma/organisasjon med eige postnummer,,Gamle Oslo,301,Oslo,Oslo,59.9145,10.7751,2,Koordinatane er retta av Erik Bolstad,07/09/2012 08:46
640,Oslo (ikkje i bruk),0640 OSLO (ikkje i bruk),Firma/organisasjon med eige postnummer,,Gamle Oslo,301,Oslo,Oslo,59.9153,10.7776,2,Koordinatane er retta av Erik Bolstad,07/09/2012 08:46
645,OSLO (ikkje i bruk),0645 OSLO (ikkje i bruk),Usikker,,,301,Oslo,Oslo,59.91,10.75,6,Usikker plassering,03/10/2018 16:52
650,Oslo,0650 OSLO,Gate-/veg-adresse,2834,Gamle Oslo,301,Oslo,Oslo,59.9115,10.7733,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
651,Oslo,0651 OSLO,Gate-/veg-adresse,868,Gamle Oslo,301,Oslo,Oslo,59.9131,10.7702,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
652,Oslo,0652 OSLO,Gate-/veg-adresse,2362,Gamle Oslo,301,Oslo,Oslo,59.912,10.7755,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
653,Oslo,0653 OSLO,Gate-/veg-adresse,1214,Gamle Oslo,301,Oslo,Oslo,59.9126,10.7769,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
654,Oslo,0654 OSLO,Gate-/veg-adresse,1960,Gamle Oslo,301,Oslo,Oslo,59.9127,10.7799,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
655,Oslo,0655 OSLO,Gate-/veg-adresse,2343,Gamle Oslo,301,Oslo,Oslo,59.9131,10.7828,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
656,Oslo,0656 OSLO,Gate-/veg-adresse,2295,Gamle Oslo,301,Oslo,Oslo,59.9075,10.7739,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
657,Oslo,0657 OSLO,Gate-/veg-adresse,2443,Gamle Oslo,301,Oslo,Oslo,59.9072,10.785,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
658,Oslo,0658 OSLO,Gate-/veg-adresse,3087,Gamle Oslo,301,Oslo,Oslo,59.9086,10.7901,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
659,Oslo,0659 OSLO,Gate-/veg-adresse,2543,Gamle Oslo,301,Oslo,Oslo,59.9073,10.8016,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
660,Oslo,0660 OSLO,Gate-/veg-adresse,1759,Gamle Oslo,301,Oslo,Oslo,59.9102,10.799,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
661,Oslo,0661 OSLO,Gate-/veg-adresse,2049,Gamle Oslo,301,Oslo,Oslo,59.9147,10.7938,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
662,Oslo,0662 OSLO,Gate-/veg-adresse,1550,Gamle Oslo,301,Oslo,Oslo,59.9206,10.7967,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
663,Oslo,0663 OSLO,Gate-/veg-adresse,1010,Gamle Oslo,301,Oslo,Oslo,59.9168,10.8009,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
664,Oslo,0664 OSLO,Gate-/veg-adresse,1897,Alna,301,Oslo,Oslo,59.9174,10.8192,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
665,Oslo,0665 OSLO,Gate-/veg-adresse,2007,Alna,301,Oslo,Oslo,59.9201,10.8144,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
666,Oslo,0666 OSLO,Gate-/veg-adresse,1499,Alna,301,Oslo,Oslo,59.9162,10.8233,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
667,Oslo,0667 OSLO,Gate-/veg-adresse,2201,Østensjø,301,Oslo,Oslo,59.9069,10.8206,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
668,Oslo,0668 OSLO,Gate-/veg-adresse,638,Alna,301,Oslo,Oslo,59.9271,10.8458,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
669,Oslo,0669 OSLO,Gate-/veg-adresse,1914,Alna,301,Oslo,Oslo,59.9157,10.8368,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
670,Oslo,0670 OSLO,Gate-/veg-adresse,1968,Alna,301,Oslo,Oslo,59.919,10.8429,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
671,Oslo,0671 OSLO,Gate-/veg-adresse,2022,Østensjø,301,Oslo,Oslo,59.9113,10.8453,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:28
672,Oslo,0672 OSLO,Gate-/veg-adresse,3187,Alna,301,Oslo,Oslo,59.9119,10.8561,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
673,Oslo,0673 OSLO,Gate-/veg-adresse,2932,Alna,301,Oslo,Oslo,59.9218,10.8572,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:12
674,Oslo,0674 OSLO,Gate-/veg-adresse,2715,Alna,301,Oslo,Oslo,59.9174,10.8578,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
675,Oslo,0675 OSLO,Gate-/veg-adresse,2541,Alna,301,Oslo,Oslo,59.9255,10.8656,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
676,Oslo,0676 OSLO,Gate-/veg-adresse,1370,Alna,301,Oslo,Oslo,59.9236,10.8713,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
677,Oslo,0677 OSLO,Gate-/veg-adresse,766,Nordstrand,301,Oslo,Oslo,59.9005,10.7971,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
678,Oslo,0678 OSLO,Gate-/veg-adresse,3232,Østensjø,301,Oslo,Oslo,59.9022,10.8102,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
679,Oslo,0679 OSLO,Gate-/veg-adresse,2118,Østensjø,301,Oslo,Oslo,59.8963,10.8145,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
680,Oslo,0680 OSLO,Gate-/veg-adresse,2467,Østensjø,301,Oslo,Oslo,59.8897,10.8112,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
681,Oslo,0681 OSLO,Gate-/veg-adresse,2234,Østensjø,301,Oslo,Oslo,59.8944,10.8185,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
682,Oslo,0682 OSLO,Gate-/veg-adresse,2620,Østensjø,301,Oslo,Oslo,59.9033,10.8334,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:09
683,Oslo,0683 OSLO,Gate-/veg-adresse,1967,Østensjø,301,Oslo,Oslo,59.9019,10.8414,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
684,Oslo,0684 OSLO,Gate-/veg-adresse,1850,Østensjø,301,Oslo,Oslo,59.9021,10.8497,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
685,Oslo,0685 OSLO,Gate-/veg-adresse,2530,Østensjø,301,Oslo,Oslo,59.8964,10.847,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
686,Oslo,0686 OSLO,Gate-/veg-adresse,2230,Østensjø,301,Oslo,Oslo,59.8935,10.8384,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
687,Oslo,0687 OSLO,Gate-/veg-adresse,3395,Østensjø,301,Oslo,Oslo,59.8934,10.8504,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
688,Oslo,0688 OSLO,Gate-/veg-adresse,1236,Østensjø,301,Oslo,Oslo,59.8871,10.8551,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
689,Oslo,0689 OSLO,Gate-/veg-adresse,1790,Østensjø,301,Oslo,Oslo,59.8796,10.8524,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
690,Oslo,0690 OSLO,Gate-/veg-adresse,2208,Østensjø,301,Oslo,Oslo,59.8865,10.8425,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
691,Oslo,0691 OSLO,Gate-/veg-adresse,2477,Østensjø,301,Oslo,Oslo,59.8801,10.8451,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
692,Oslo,0692 OSLO,Gate-/veg-adresse,1894,Østensjø,301,Oslo,Oslo,59.8769,10.8393,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
693,Oslo,0693 OSLO,Gate-/veg-adresse,1379,Østensjø,301,Oslo,Oslo,59.8739,10.847,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
694,Oslo,0694 OSLO,Gate-/veg-adresse,1137,Østensjø,301,Oslo,Oslo,59.8676,10.8396,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
701,Oslo,0701 OSLO,Postboksar,,Vestre Aker,301,Oslo,Oslo,59.94832,10.6439,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
702,Oslo,0702 OSLO,Postboksar,,Vestre Aker,301,Oslo,Oslo,59.9462,10.6428,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
703,OSLO (ikkje i bruk),0703 OSLO (ikkje i bruk),Usikker,,,301,Oslo,Oslo,59.91,10.75,6,Usikker plassering,03/10/2018 16:52
705,Oslo,0705 OSLO,Postboksar,,Vestre Aker,301,Oslo,Oslo,59.94692,10.65486,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
710,Oslo,0710 OSLO,Postboksar,,Vestre Aker,301,Oslo,Oslo,59.95055,10.69343,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
712,Oslo,0712 OSLO,Postboksar,,Vestre Aker,301,Oslo,Oslo,59.95725,10.673,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
750,Oslo,0750 OSLO,Gate-/veg-adresse,926,Ullern,301,Oslo,Oslo,59.9387,10.6377,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
751,Oslo,0751 OSLO,Gate-/veg-adresse,1099,Vestre Aker,301,Oslo,Oslo,59.9427,10.641,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
752,Oslo,0752 OSLO,Gate-/veg-adresse,990,Vestre Aker,301,Oslo,Oslo,59.9418,10.6447,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
753,Oslo,0753 OSLO,Gate-/veg-adresse,1566,Vestre Aker,301,Oslo,Oslo,59.9416,10.6487,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
754,Oslo,0754 OSLO,Gate-/veg-adresse,1462,Vestre Aker,301,Oslo,Oslo,59.9531,10.6444,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
755,Oslo,0755 OSLO,Gate-/veg-adresse,1070,Vestre Aker,301,Oslo,Oslo,59.9548,10.6401,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
756,Oslo,0756 OSLO,Gate-/veg-adresse,900,Vestre Aker,301,Oslo,Oslo,59.9531,10.6365,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
757,Oslo,0757 OSLO,Gate-/veg-adresse,1189,Vestre Aker,301,Oslo,Oslo,59.9577,10.6354,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:08
758,Oslo,0758 OSLO,Gate-/veg-adresse,675,Marka,301,Oslo,Oslo,60.0112,10.6148,2,Koordinatane er retta av Erik Bolstad,28/10/2018 02:07
759,Oslo (ikkje i bruk),0759 OSLO (ikkje i bruk),Gate-/veg-adresse,26,Marka,301,Oslo,Oslo,60.0171,10.6035,5,Koordinatane er retta av ein yr.no-brukar,07/09/2012 08:46
760,Oslo,0760 OSLO,Gate-/veg-adresse,815,Vestre Aker,301,Oslo,Oslo,59.9461,10.6386,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:08
763,Oslo,0763 OSLO,Gate-/veg-adresse,553,Vestre Aker,301,Oslo,Oslo,59.976,10.6459,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
764,Oslo,0764 OSLO,Gate-/veg-adresse,631,Vestre Aker,301,Oslo,Oslo,59.9698,10.6472,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
765,Oslo,0765 OSLO,Gate-/veg-adresse,1484,Vestre Aker,301,Oslo,Oslo,59.9669,10.6436,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
766,Oslo,0766 OSLO,Gate-/veg-adresse,692,Vestre Aker,301,Oslo,Oslo,59.9615,10.6509,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
767,Oslo,0767 OSLO,Gate-/veg-adresse,1492,Vestre Aker,301,Oslo,Oslo,59.9531,10.6518,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
768,Oslo,0768 OSLO,Gate-/veg-adresse,2270,Vestre Aker,301,Oslo,Oslo,59.9488,10.6529,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
770,Oslo,0770 OSLO,Gate-/veg-adresse,1252,Vestre Aker,301,Oslo,Oslo,59.95,10.6592,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
771,Oslo,0771 OSLO,Gate-/veg-adresse,1329,Vestre Aker,301,Oslo,Oslo,59.9509,10.6649,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
772,Oslo,0772 OSLO,Gate-/veg-adresse,849,Vestre Aker,301,Oslo,Oslo,59.9509,10.6706,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
773,Oslo,0773 OSLO,Gate-/veg-adresse,1005,Vestre Aker,301,Oslo,Oslo,59.9531,10.6786,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
774,Oslo,0774 OSLO,Gate-/veg-adresse,947,Vestre Aker,301,Oslo,Oslo,59.9493,10.684,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
775,Oslo,0775 OSLO,Gate-/veg-adresse,850,Vestre Aker,301,Oslo,Oslo,59.9481,10.6909,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
776,Oslo,0776 OSLO,Gate-/veg-adresse,915,Vestre Aker,301,Oslo,Oslo,59.9531,10.6906,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
777,Oslo,0777 OSLO,Gate-/veg-adresse,1101,Vestre Aker,301,Oslo,Oslo,59.9523,10.7011,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
778,Oslo,0778 OSLO,Gate-/veg-adresse,911,Vestre Aker,301,Oslo,Oslo,59.9538,10.7085,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
779,Oslo,0779 OSLO,Gate-/veg-adresse,1268,Vestre Aker,301,Oslo,Oslo,59.9592,10.7024,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
781,Oslo,0781 OSLO,Gate-/veg-adresse,1154,Vestre Aker,301,Oslo,Oslo,59.9595,10.6929,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:29
782,Oslo,0782 OSLO,Gate-/veg-adresse,402,Vestre Aker,301,Oslo,Oslo,59.9603,10.6825,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
783,Oslo,0783 OSLO,Gate-/veg-adresse,711,Vestre Aker,301,Oslo,Oslo,59.9565,10.6754,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
784,Oslo,0784 OSLO,Gate-/veg-adresse,792,Vestre Aker,301,Oslo,Oslo,59.9562,10.669,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
785,Oslo,0785 OSLO,Gate-/veg-adresse,1088,Vestre Aker,301,Oslo,Oslo,59.956,10.6589,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
786,Oslo,0786 OSLO,Gate-/veg-adresse,807,Vestre Aker,301,Oslo,Oslo,59.9611,10.6572,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
787,Oslo,0787 OSLO,Gate-/veg-adresse,793,Vestre Aker,301,Oslo,Oslo,59.9609,10.6739,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
788,Oslo,0788 OSLO,Gate-/veg-adresse,1227,Vestre Aker,301,Oslo,Oslo,59.973,10.651,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:10
789,Oslo,0789 OSLO,Gate-/veg-adresse,680,Vestre Aker,301,Oslo,Oslo,59.9692,10.6569,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
790,Oslo,0790 OSLO,Gate-/veg-adresse,287,Vestre Aker,301,Oslo,Oslo,59.9774,10.661,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
791,Oslo,0791 OSLO,Gate-/veg-adresse,408,Vestre Aker,301,Oslo,Oslo,59.9738,10.669,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:12
801,Oslo,0801 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.95251,10.75133,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
805,Oslo,0805 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.94863,10.73294,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
806,Oslo,0806 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9486,10.7329,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
807,Oslo,0807 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.96473,10.73299,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
840,Oslo,0840 OSLO,Postboksar,,Nordre Aker,301,Oslo,Oslo,59.9486,10.7349,2,Koordinatane er retta av Erik Bolstad,11/10/2018 19:11
850,Oslo,0850 OSLO,Gate-/veg-adresse,894,St.Hanshaugen,301,Oslo,Oslo,59.9386,10.7335,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
851,Oslo,0851 OSLO,Gate-/veg-adresse,1711,Nordre Aker,301,Oslo,Oslo,59.9424,10.7275,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
852,Oslo,0852 OSLO,Gate-/veg-adresse,1002,Nordre Aker,301,Oslo,Oslo,59.9416,10.7344,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
853,Oslo,0853 OSLO,Gate-/veg-adresse,1009,Nordre Aker,301,Oslo,Oslo,59.9424,10.7452,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
854,Oslo,0854 OSLO,Gate-/veg-adresse,1052,Nordre Aker,301,Oslo,Oslo,59.946,10.7382,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
855,Oslo,0855 OSLO,Gate-/veg-adresse,1043,Nordre Aker,301,Oslo,Oslo,59.9529,10.7334,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
856,Oslo,0856 OSLO,Gate-/veg-adresse,,Nordre Aker,301,Oslo,Oslo,59.9472,10.7283,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
857,Oslo,0857 OSLO,Gate-/veg-adresse,197,Nordre Aker,301,Oslo,Oslo,59.9563,10.7315,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
858,Oslo,0858 OSLO,Gate-/veg-adresse,857,Nordre Aker,301,Oslo,Oslo,59.9529,10.7293,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
860,Oslo,0860 OSLO,Gate-/veg-adresse,1166,Nordre Aker,301,Oslo,Oslo,59.9601,10.734,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
861,Oslo,0861 OSLO,Gate-/veg-adresse,835,Nordre Aker,301,Oslo,Oslo,59.965,10.7472,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
862,Oslo,0862 OSLO,Gate-/veg-adresse,1188,Nordre Aker,301,Oslo,Oslo,59.9644,10.7377,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
863,Oslo,0863 OSLO,Gate-/veg-adresse,20,Nordre Aker,301,Oslo,Oslo,59.9667,10.7298,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
864,Oslo,0864 OSLO,Gate-/veg-adresse,1807,Nordre Aker,301,Oslo,Oslo,59.964,10.7305,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
870,Oslo,0870 OSLO,Gate-/veg-adresse,1196,Nordre Aker,301,Oslo,Oslo,59.9485,10.7461,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
871,Oslo,0871 OSLO,Gate-/veg-adresse,1114,Nordre Aker,301,Oslo,Oslo,59.9476,10.7547,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
872,Oslo,0872 OSLO,Gate-/veg-adresse,387,Nordre Aker,301,Oslo,Oslo,59.9491,10.7609,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
873,Oslo,0873 OSLO,Gate-/veg-adresse,1192,Nordre Aker,301,Oslo,Oslo,59.9538,10.7558,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
874,Oslo,0874 OSLO,Gate-/veg-adresse,935,Nordre Aker,301,Oslo,Oslo,59.9602,10.7504,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
875,Oslo,0875 OSLO,Gate-/veg-adresse,1445,Nordre Aker,301,Oslo,Oslo,59.9567,10.7344,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:07
876,Oslo,0876 OSLO,Gate-/veg-adresse,924,Nordre Aker,301,Oslo,Oslo,59.9528,10.7449,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
